"Energy [MeV]","Nb protons [/MeV]"
2.229099999999999859e+00,4.671979237460373640e+08
2.242900000000000116e+00,4.677246290709894300e+08
2.242900000000000116e+00,4.612066813383014798e+08
2.256999999999999673e+00,4.552695059163997173e+08
2.271100000000000119e+00,4.494175285873315930e+08
2.285200000000000120e+00,4.436109711670160890e+08
2.299500000000000099e+00,4.378154430739427209e+08
2.313899999999999846e+00,4.382055822447742820e+08
2.313899999999999846e+00,4.321113324254761338e+08
2.328399999999999803e+00,4.264580628301465511e+08
2.342900000000000205e+00,4.267922974685475230e+08
2.357600000000000140e+00,4.211645742029219866e+08
2.357600000000000140e+00,4.153094100682212710e+08
2.372300000000000075e+00,4.155919789659376740e+08
2.387100000000000222e+00,4.100650445842016935e+08
2.401999999999999691e+00,4.045886996770785451e+08
2.416999999999999815e+00,3.991637128902345896e+08
2.416999999999999815e+00,3.936068708031427860e+08
2.432100000000000151e+00,3.937908476557565331e+08
2.447299999999999809e+00,3.884708614101344347e+08
2.462600000000000122e+00,3.832003341101509929e+08
2.477899999999999991e+00,3.833152687596643567e+08
2.477899999999999991e+00,3.779793353173803687e+08
2.477899999999999991e+00,3.727184971072786450e+08
2.477899999999999991e+00,3.675285821720157266e+08
2.478000000000000203e+00,3.624144046672133207e+08
2.478000000000000203e+00,3.573704993011717796e+08
2.493399999999999839e+00,3.574576834390258789e+08
2.508999999999999897e+00,3.625712716900594831e+08
2.524599999999999955e+00,3.626186726884717941e+08
2.540399999999999991e+00,3.677635133563246131e+08
2.556299999999999795e+00,3.729624326930187941e+08
2.572200000000000042e+00,3.729462635043791533e+08
2.588299999999999823e+00,3.781713491588173509e+08
2.604400000000000048e+00,3.781101009118219614e+08
2.620699999999999807e+00,3.833622092888511419e+08
2.637000000000000011e+00,3.832538443192021847e+08
2.653500000000000192e+00,3.885295656526641250e+08
2.670100000000000140e+00,3.829649232344935536e+08
2.686700000000000088e+00,3.827857665348172188e+08
2.686700000000000088e+00,3.774572040189210176e+08
2.703500000000000014e+00,3.772557642330582142e+08
2.720400000000000151e+00,3.717827576485478878e+08
2.720400000000000151e+00,3.666058724078938365e+08
2.737400000000000055e+00,3.663633071993571520e+08
2.754500000000000171e+00,3.660971808673322201e+08
2.771700000000000053e+00,3.709729674876405001e+08
2.788999999999999702e+00,3.706548894479081631e+08
2.806400000000000006e+00,3.703125224059821367e+08
2.823900000000000077e+00,3.751674469336255193e+08
2.841499999999999915e+00,3.747706215372572541e+08
2.841499999999999915e+00,3.800612575741904974e+08
2.859199999999999964e+00,3.796334943585556149e+08
2.877099999999999991e+00,3.791776767997193933e+08
2.895099999999999785e+00,3.840418787260265946e+08
2.913100000000000023e+00,3.835301054911759496e+08
2.931299999999999795e+00,3.883943568144637942e+08
2.949600000000000222e+00,3.878190079182905555e+08
2.967999999999999972e+00,3.872167683587855697e+08
2.986499999999999932e+00,3.865875634802179933e+08
3.005199999999999871e+00,3.859277323578622937e+08
3.023899999999999810e+00,3.852442687726855278e+08
3.042800000000000171e+00,3.791784324086145759e+08
3.061799999999999855e+00,3.784468378315160275e+08
3.080900000000000194e+00,3.776881232315292358e+08
3.100200000000000067e+00,3.768980954419059157e+08
3.119499999999999940e+00,3.708498452556158304e+08
3.138999999999999790e+00,3.700168014001448750e+08
3.158599999999999852e+00,3.691566560890246630e+08
3.178300000000000125e+00,3.682693918006972671e+08
3.198199999999999932e+00,3.622366265324794054e+08
3.218100000000000183e+00,3.613080846096392274e+08
3.238199999999999967e+00,3.603479440768554807e+08
3.258399999999999963e+00,3.593608174832639098e+08
3.278799999999999937e+00,3.533541464732317328e+08
3.299300000000000122e+00,3.523223687390230298e+08
3.319700000000000095e+00,3.512741822558904886e+08
3.340599999999999792e+00,3.501784634567244053e+08
3.361400000000000166e+00,3.490663787027555704e+08
3.382400000000000073e+00,3.479220730245794058e+08
3.403500000000000192e+00,3.419225443064655662e+08
3.424799999999999844e+00,3.407355458299388885e+08
3.446200000000000152e+00,3.395219035127107501e+08
3.467699999999999783e+00,3.382816596903921366e+08
3.489300000000000068e+00,3.323246922878040671e+08
3.511000000000000121e+00,3.310493793502916098e+08
3.532999999999999918e+00,3.297359396346992850e+08
3.555099999999999927e+00,3.238256329836578965e+08
3.577300000000000146e+00,3.224784405818802714e+08
3.599600000000000133e+00,3.211053167795206904e+08
3.622100000000000097e+00,3.197000300263772607e+08
3.644699999999999829e+00,3.138361769444385171e+08
3.667499999999999982e+00,3.123928977718509436e+08
3.690300000000000136e+00,3.109304036115244031e+08
3.713400000000000034e+00,3.094293901149409413e+08
3.736600000000000144e+00,3.079026690736889243e+08
3.759900000000000020e+00,3.020887425305102468e+08
3.783300000000000107e+00,2.963472652555301189e+08
3.806999999999999940e+00,2.906725306522265673e+08
3.830799999999999983e+00,2.850707572411369681e+08
3.854699999999999793e+00,2.795492659332746267e+08
3.854699999999999793e+00,2.756586501178731322e+08
3.878800000000000026e+00,2.702789454460522532e+08
3.903000000000000025e+00,2.687133034612599611e+08
3.927400000000000002e+00,2.633992010587956905e+08
3.951900000000000190e+00,2.581588572221280336e+08
3.976599999999999913e+00,2.565556875200146437e+08
3.976599999999999913e+00,2.529824597350375354e+08
4.001400000000000290e+00,2.478800166029666364e+08
4.026399999999999757e+00,2.462706350619474947e+08
4.051499999999999879e+00,2.412330029038961828e+08
4.076800000000000423e+00,2.362633171143879592e+08
4.102299999999999613e+00,2.313549295760293007e+08
4.127900000000000347e+00,2.297143573719341457e+08
4.153699999999999726e+00,2.248725592307015061e+08
4.153699999999999726e+00,2.217417550094179511e+08
4.179599999999999760e+00,2.200988864525238574e+08
4.205700000000000216e+00,2.153869699378075302e+08
4.205700000000000216e+00,2.123903154287039042e+08
4.232000000000000206e+00,2.078052256806102097e+08
4.258399999999999963e+00,2.061580078986593783e+08
4.258399999999999963e+00,2.032878444931138158e+08
4.258399999999999963e+00,2.004590929902009666e+08
4.258399999999999963e+00,1.976685678589491248e+08
4.258399999999999963e+00,1.949162690993582904e+08
4.258399999999999963e+00,1.922021967114284039e+08
4.285000000000000142e+00,1.879910641507638097e+08
4.285000000000000142e+00,1.853716952383651435e+08
4.311799999999999855e+00,1.812739059829235673e+08
4.338700000000000223e+00,1.772323698388673365e+08
4.338700000000000223e+00,1.747655447915009856e+08
4.365800000000000125e+00,1.708360784612648487e+08
4.365800000000000125e+00,1.684584359479313493e+08
4.393099999999999561e+00,1.646370296366235316e+08
4.393099999999999561e+00,1.623446384830878079e+08
4.420499999999999652e+00,1.586326711339275837e+08
4.420499999999999652e+00,1.564246084029185772e+08
4.448100000000000165e+00,1.528127115203616917e+08
4.475900000000000212e+00,1.492500838945038021e+08
4.503800000000000026e+00,1.457418025244844854e+08
4.503800000000000026e+00,1.437137326698531508e+08
4.503899999999999793e+00,1.417071117785526812e+08
4.503899999999999793e+00,1.397349569686757028e+08
4.532000000000000028e+00,1.364169989509820342e+08
4.532000000000000028e+00,1.345168624284037650e+08
4.532000000000000028e+00,1.326458244743182808e+08
4.532000000000000028e+00,1.307980653750270158e+08
4.560299999999999798e+00,1.276633333356187493e+08
4.560299999999999798e+00,1.258862712562487274e+08
4.560299999999999798e+00,1.241322505004361570e+08
4.588799999999999990e+00,1.211243451105632484e+08
4.588799999999999990e+00,1.194399645848957449e+08
4.588799999999999990e+00,1.177755344207843840e+08
4.617499999999999716e+00,1.148923536745815873e+08
4.617499999999999716e+00,1.132936895470327437e+08
4.646300000000000097e+00,1.104949306789116859e+08
4.646300000000000097e+00,1.089555923720000684e+08
4.646300000000000097e+00,1.074385633159132451e+08
4.646300000000000097e+00,1.059438435106512308e+08
4.675399999999999778e+00,1.032926266782135218e+08
4.675399999999999778e+00,1.018560920965214372e+08
4.704600000000000115e+00,1.006845567452066243e+08
4.733900000000000219e+00,9.811399633081620932e+07
4.733900000000000219e+00,9.674838396218599379e+07
4.763499999999999623e+00,9.424779463699632883e+07
4.793199999999999683e+00,9.178688091024374962e+07
4.793300000000000338e+00,9.050582665175543725e+07
4.793300000000000338e+00,8.924704932985675335e+07
4.823199999999999932e+00,8.688768645886000991e+07
4.853299999999999947e+00,8.456336435017623007e+07
4.853299999999999947e+00,8.338538761947908998e+07
4.883600000000000385e+00,8.112685022437785566e+07
4.883600000000000385e+00,7.999745653256879747e+07
4.914100000000000357e+00,7.780137760660187900e+07
4.914100000000000357e+00,7.671986843388912082e+07
4.914100000000000357e+00,7.565081904427212477e+07
4.914200000000000124e+00,7.459330997374150157e+07
4.944700000000000095e+00,7.252755160065372288e+07
4.944700000000000095e+00,7.151773339177575707e+07
4.944899999999999629e+00,7.051607514974650741e+07
4.975699999999999790e+00,6.853086096094654500e+07
4.975699999999999790e+00,6.757685752602398396e+07
4.975799999999999557e+00,6.663420759729465097e+07
4.975799999999999557e+00,6.570446174077195674e+07
4.975799999999999557e+00,6.479166437642545253e+07
5.006800000000000139e+00,6.294220796969094127e+07
5.006899999999999906e+00,6.206376567764745653e+07
5.006899999999999906e+00,6.120031128966481239e+07
5.006899999999999906e+00,6.034878306726203859e+07
5.038100000000000023e+00,5.860097819695317745e+07
5.038100000000000023e+00,5.778590125954966992e+07
5.038199999999999790e+00,5.697973765019994229e+07
5.038199999999999790e+00,5.618584048519859463e+07
5.069499999999999673e+00,5.453952196185973287e+07
5.069499999999999673e+00,5.378112942313283682e+07
5.069499999999999673e+00,5.303198557390261441e+07
5.101300000000000168e+00,5.144777053501469642e+07
5.101300000000000168e+00,5.073122776990307122e+07
5.101300000000000168e+00,5.002378396053889394e+07
5.133200000000000429e+00,4.850883499746872485e+07
5.133200000000000429e+00,4.783326810010946542e+07
5.165199999999999569e+00,4.701880159343777597e+07
5.165199999999999569e+00,4.636573214232002199e+07
5.165199999999999569e+00,4.571925935232466459e+07
5.197499999999999787e+00,4.429125625568547845e+07
5.197499999999999787e+00,4.367342963084393740e+07
5.197499999999999787e+00,4.306640417077235878e+07
5.197499999999999787e+00,4.246585940956275165e+07
5.230000000000000426e+00,4.111817703323571384e+07
5.230000000000000426e+00,4.054547093063196540e+07
5.262599999999999945e+00,3.923818512153864652e+07
5.295499999999999652e+00,3.794753708604189008e+07
5.295499999999999652e+00,3.742077153303430974e+07
5.328599999999999781e+00,3.616953277813715488e+07
5.328599999999999781e+00,3.566520464998518676e+07
5.328599999999999781e+00,3.516888173021657765e+07
5.361799999999999677e+00,3.397263577729754150e+07
5.361799999999999677e+00,3.350014009272178262e+07
5.361799999999999677e+00,3.303352609716564044e+07
5.361799999999999677e+00,3.257475435363565385e+07
5.361799999999999677e+00,3.211990373611874506e+07
5.361799999999999677e+00,3.167289537062798813e+07
5.361799999999999677e+00,3.123372925716338307e+07
5.361799999999999677e+00,3.079848426971185580e+07
5.395400000000000418e+00,3.014783562296658754e+07
5.429100000000000037e+00,2.949237041435549036e+07
5.429100000000000037e+00,2.908121571827401966e+07
5.429100000000000037e+00,2.867569327830325067e+07
5.462999999999999190e+00,2.764281560705017671e+07
5.462999999999999190e+00,2.725740920169361681e+07
5.462999999999999190e+00,2.687750860212786123e+07
5.497099999999999653e+00,2.589016845880503207e+07
5.497099999999999653e+00,2.552983582757529616e+07
5.497099999999999653e+00,2.517308859566128254e+07
5.531399999999999650e+00,2.456954927048248425e+07
5.531399999999999650e+00,2.422835413391048089e+07
5.531399999999999650e+00,2.389065843463664874e+07
5.497099999999999653e+00,2.413690819341856614e+07
5.497099999999999653e+00,2.380167335739886388e+07
5.497099999999999653e+00,2.347002392069488019e+07
5.497099999999999653e+00,2.314375258296447620e+07
5.497099999999999653e+00,2.282106664454978704e+07
5.531600000000000072e+00,2.196106645162164792e+07
5.531600000000000072e+00,2.165490962623856962e+07
5.531600000000000072e+00,2.135400120357634500e+07
5.531600000000000072e+00,2.105659171606135368e+07
5.566099999999999604e+00,2.024777444260478392e+07
5.566099999999999604e+00,1.996627100621872023e+07
5.566200000000000259e+00,1.968672604038580135e+07
5.566200000000000259e+00,1.941206721087955311e+07
5.600900000000000212e+00,1.865125049342283234e+07
5.600900000000000212e+00,1.839195140448477119e+07
5.600900000000000212e+00,1.813597666284079105e+07
5.600999999999999979e+00,1.788196666648562253e+07
5.635900000000000354e+00,1.716408924159952998e+07
5.635900000000000354e+00,1.692464299711308256e+07
5.636000000000000121e+00,1.668874302501801774e+07
5.636000000000000121e+00,1.645578655006623454e+07
5.636000000000000121e+00,1.622768333500928059e+07
5.636000000000000121e+00,1.600119787325060181e+07
5.636000000000000121e+00,1.577859501940778643e+07
5.636000000000000121e+00,1.555890412150186859e+07
5.671199999999999797e+00,1.491866774910795689e+07
5.671199999999999797e+00,1.471102050774833560e+07
5.671199999999999797e+00,1.450620481967998110e+07
5.671199999999999797e+00,1.430437799341907538e+07
5.671199999999999797e+00,1.410522541193325445e+07
5.671199999999999797e+00,1.390890438373870403e+07
5.706699999999999662e+00,1.332155152918872982e+07
5.706699999999999662e+00,1.313606099096129835e+07
5.706699999999999662e+00,1.295316793144050986e+07
5.742300000000000182e+00,1.239354954811077192e+07
5.742300000000000182e+00,1.222112864131555706e+07
5.778200000000000003e+00,1.167837606235619448e+07
5.814300000000000246e+00,1.114601335188440792e+07
5.814300000000000246e+00,1.099082520281258412e+07
5.814300000000000246e+00,1.083786197344071418e+07
5.814300000000000246e+00,1.068698460628755204e+07
5.850600000000000023e+00,1.018628788816862553e+07
5.850600000000000023e+00,1.004448123335134611e+07
5.850600000000000023e+00,9.904690786896398291e+06
5.850600000000000023e+00,9.766782134912958369e+06
5.887199999999999989e+00,9.295333735791798681e+06
5.887199999999999989e+00,9.165862506244126707e+06
5.887199999999999989e+00,9.038337237060399726e+06
5.887199999999999989e+00,8.912498466858753935e+06
5.923999999999999488e+00,8.469573153585741296e+06
5.923999999999999488e+00,8.351676255206086673e+06
5.923999999999999488e+00,8.235404658712895587e+06
5.923999999999999488e+00,8.120758364106168039e+06
5.960899999999999643e+00,7.705668117538998835e+06
5.960899999999999643e+00,7.598354207143295556e+06
5.960899999999999643e+00,7.492604288715243340e+06
5.998199999999999754e+00,7.095974498649571091e+06
5.998199999999999754e+00,6.997181783930210397e+06
5.998199999999999754e+00,6.899775633627963252e+06
5.998300000000000409e+00,6.803005358120189048e+06
5.998300000000000409e+00,6.708267243661710992e+06
6.035700000000000287e+00,6.342257684626774862e+06
6.035700000000000287e+00,6.253972305626730435e+06
6.035700000000000287e+00,6.166905419937853701e+06
6.035800000000000054e+00,6.080358973559290171e+06
6.073400000000000354e+00,5.737345830517845228e+06
6.073500000000000121e+00,5.656861837334457785e+06
6.073500000000000121e+00,5.578017603408327326e+06
6.073500000000000121e+00,5.500445050674553961e+06
6.111399999999999721e+00,5.178519925229142420e+06
6.111399999999999721e+00,5.106479398729794659e+06
6.111399999999999721e+00,5.035349496863162145e+06
6.111399999999999721e+00,4.965332580658739433e+06
6.149600000000000399e+00,4.663471551026817411e+06
6.149600000000000399e+00,4.598612771240889095e+06
6.149600000000000399e+00,4.534621345122233033e+06
6.149600000000000399e+00,4.471497272670846432e+06
6.187999999999999723e+00,4.189393527383984067e+06
6.187999999999999723e+00,4.131065067929892335e+06
6.188100000000000378e+00,4.073005838579758536e+06
6.188100000000000378e+00,4.016333313705506269e+06
6.188100000000000378e+00,3.960393228571147192e+06
6.226700000000000124e+00,3.700663055361694191e+06
6.226700000000000124e+00,3.649128795488646720e+06
6.226700000000000124e+00,3.598375357734887861e+06
6.226799999999999891e+00,3.547722926871571224e+06
6.265600000000000058e+00,3.305481053791765589e+06
6.265600000000000058e+00,3.259499877189886756e+06
6.265699999999999825e+00,3.213611234578820411e+06
6.265699999999999825e+00,3.168866201323349494e+06
6.304800000000000182e+00,2.984257456506544258e+06
6.304800000000000182e+00,2.942736547444774304e+06
6.304800000000000182e+00,2.901755873259272892e+06
6.304800000000000182e+00,2.861392610360935330e+06
6.344199999999999839e+00,2.647606272764163557e+06
6.344199999999999839e+00,2.610745452391161118e+06
6.344199999999999839e+00,2.574391558820931241e+06
6.344199999999999839e+00,2.538544592053473461e+06
6.383799999999999919e+00,2.339971085075323936e+06
6.383799999999999919e+00,2.307409432239553891e+06
6.383899999999999686e+00,2.274855918708926067e+06
6.383899999999999686e+00,2.243247536857183557e+06
6.383899999999999686e+00,2.211977574511348270e+06
6.423700000000000188e+00,2.030432971605080646e+06
6.423799999999999955e+00,2.001835709260756616e+06
6.423799999999999955e+00,1.973929194716023980e+06
6.423799999999999955e+00,1.946463640897731762e+06
6.463899999999999757e+00,1.778133270223750034e+06
6.463899999999999757e+00,1.753389153036613250e+06
6.463899999999999757e+00,1.728995188451181166e+06
6.463899999999999757e+00,1.704893017700503115e+06
6.504299999999999748e+00,1.549172050130937016e+06
6.504299999999999748e+00,1.527607970982696628e+06
6.504299999999999748e+00,1.506312770626828540e+06
6.504299999999999748e+00,1.485340224821806652e+06
6.544900000000000162e+00,1.341909034143281635e+06
6.544999999999999929e+00,1.322941774877613643e+06
6.544999999999999929e+00,1.304519694908731850e+06
6.544999999999999929e+00,1.286343899431412574e+06
6.585700000000000109e+00,1.154895820353763644e+06
6.585899999999999643e+00,1.138252783799814759e+06
6.585899999999999643e+00,1.122429398115518503e+06
6.585899999999999643e+00,1.106785314252007520e+06
6.585899999999999643e+00,1.091365357664478011e+06
6.627000000000000668e+00,9.721846304672649130e+05
6.627000000000000668e+00,9.586595693802911555e+05
6.627000000000000668e+00,9.453369792676733341e+05
6.668400000000000105e+00,8.348632428606626345e+05
6.668400000000000105e+00,8.232215790484006284e+05
6.668400000000000105e+00,8.117612495634322986e+05
6.668400000000000105e+00,8.004822544057578780e+05
6.710099999999999731e+00,6.999509535799637670e+05
6.710099999999999731e+00,6.902066329305390827e+05
6.710099999999999731e+00,6.805909501774763921e+05
6.710099999999999731e+00,6.711039053207758116e+05
6.752000000000000668e+00,5.802718985765912803e+05
6.752000000000000668e+00,5.721788849265046883e+05
6.752100000000000435e+00,5.640419438030320453e+05
6.752100000000000435e+00,5.561770978676506784e+05
6.794200000000000017e+00,4.745927513108412386e+05
6.794200000000000017e+00,4.679822128854074981e+05
6.794299999999999784e+00,4.613030280892886803e+05
6.794299999999999784e+00,4.548655611575003131e+05
6.794299999999999784e+00,4.485500159479049034e+05
6.836700000000000443e+00,3.766247018042841228e+05
6.836700000000000443e+00,3.713715980192638235e+05
6.836700000000000443e+00,3.662015472585125826e+05
6.836700000000000443e+00,3.611145495220304001e+05
6.879400000000000404e+00,2.973609783643397968e+05
6.879500000000000171e+00,2.930860486504104338e+05
6.879500000000000171e+00,2.890132426996774157e+05
6.879500000000000171e+00,2.849750989272485022e+05
6.922399999999999665e+00,2.291961357574235590e+05
6.922399999999999665e+00,2.260016660268544802e+05
6.922399999999999665e+00,2.228496007617354335e+05
6.922399999999999665e+00,2.197540747838830866e+05
6.965700000000000003e+00,1.713422908911241102e+05
6.965700000000000003e+00,1.689616054403863964e+05
6.965700000000000003e+00,1.666144507706449658e+05
7.009199999999999875e+00,1.249231162564256956e+05
7.009199999999999875e+00,1.231808726458013552e+05
7.009199999999999875e+00,1.214726240324574756e+05
7.009299999999999642e+00,1.196996256304539711e+05
7.009299999999999642e+00,1.180350075927379949e+05
7.052999999999999936e+00,8.390973671498094336e+04
7.053099999999999703e+00,8.267218247636145679e+04
7.053099999999999703e+00,8.152200336694416183e+04
7.053099999999999703e+00,8.039017817948565062e+04
7.097100000000000186e+00,5.289016861767137016e+04
7.097100000000000186e+00,5.215133088364354626e+04
7.097100000000000186e+00,5.142882105534009315e+04
7.097199999999999953e+00,5.065812219747536437e+04
7.141499999999999737e+00,2.952834762202472848e+04
7.141499999999999737e+00,2.911856647135173262e+04
7.141499999999999737e+00,2.871360627539253619e+04
7.141499999999999737e+00,2.831346703414713920e+04
7.186099999999999710e+00,1.330107539121251284e+04
7.186099999999999710e+00,1.311617872932465070e+04
7.186099999999999710e+00,1.293357892037949568e+04
7.186099999999999710e+00,1.275327596437704597e+04
7.230999999999999872e+00,3.634589727015050357e+03
7.230999999999999872e+00,3.583809686084240184e+03
7.230999999999999872e+00,3.534025332230504773e+03
7.231099999999999639e+00,3.471409110701494683e+03
7.231099999999999639e+00,3.423139993543169112e+03
7.276200000000000223e+00,4.374294341961991250e+01
7.276200000000000223e+00,4.313450988395666741e+01
7.276299999999999990e+00,4.106292453042459556e+01
7.276299999999999990e+00,4.049127329240132411e+01
